Time,Temperature
2023-04-19 00:00:48.353,37.2500114440918
2023-04-19 00:00:53.351,37.25138473510742
2023-04-19 00:01:08.352,37.25275421142578
2023-04-19 00:01:45.351,37.25413131713867
2023-04-19 00:03:14.353,37.25138473510742
2023-04-19 00:04:45.353,37.25275421142578
2023-04-19 00:05:17.352,37.25138473510742
2023-04-19 00:05:50.351,37.25001525878906
2023-04-19 00:06:44.352,37.25138854980469
2023-04-19 00:06:49.352,37.25413131713867
2023-04-19 00:06:51.351,37.2555046081543
2023-04-19 00:06:55.352,37.25688171386719
2023-04-19 00:07:00.353,37.25825119018555
2023-04-19 00:07:02.353,37.25962829589844
2023-04-19 00:07:06.352,37.26100158691406
2023-04-19 00:07:09.352,37.26237869262695
2023-04-19 00:07:17.353,37.26375198364258
2023-04-19 00:07:19.353,37.26512908935547
2023-04-19 00:07:22.352,37.26787185668945
2023-04-19 00:07:24.353,37.26924514770508
2023-04-19 00:07:28.351,37.27062225341797
2023-04-19 00:07:33.352,37.271995544433594
2023-04-19 00:07:44.351,37.27337646484375
2023-04-19 00:07:46.352,37.27475357055664
2023-04-19 00:07:50.351,37.27338409423828
2023-04-19 00:08:11.352,37.272010803222656
2023-04-19 00:08:19.352,37.269264221191406
2023-04-19 00:08:23.352,37.26651763916016
2023-04-19 00:08:30.357,37.26513671875
2023-04-19 00:08:34.351,37.26375961303711
2023-04-19 00:08:36.352,37.26239013671875
2023-04-19 00:08:39.351,37.26101303100586
2023-04-19 00:08:46.353,37.25963592529297
2023-04-19 00:08:48.352,37.25825881958008
2023-04-19 00:08:51.352,37.25688934326172
2023-04-19 00:08:57.352,37.2541389465332
2023-04-19 00:09:04.352,37.25276184082031
2023-04-19 00:09:08.352,37.25138854980469
2023-04-19 00:09:10.354,37.25275421142578
2023-04-19 00:09:12.352,37.25138473510742
2023-04-19 00:09:15.353,37.2500114440918
2023-04-19 00:09:18.353,37.25138473510742
2023-04-19 00:09:34.352,37.2500114440918
2023-04-19 00:09:51.352,37.25138473510742
2023-04-19 00:10:07.352,37.25001525878906
2023-04-19 00:11:03.353,37.25138473510742
2023-04-19 00:11:36.352,37.25275421142578
2023-04-19 00:11:43.351,37.25138473510742
2023-04-19 00:12:16.351,37.25001525878906
2023-04-19 00:12:21.351,37.24864196777344
2023-04-19 00:12:25.352,37.24726867675781
2023-04-19 00:12:27.353,37.24589920043945
2023-04-19 00:12:32.352,37.24452590942383
2023-04-19 00:12:35.351,37.24315643310547
2023-04-19 00:12:38.353,37.24178695678711
2023-04-19 00:12:44.351,37.23904800415039
2023-04-19 00:12:47.352,37.237674713134766
2023-04-19 00:13:14.352,37.23904800415039
2023-04-19 00:13:16.352,37.240421295166016
2023-04-19 00:13:20.352,37.24179458618164
2023-04-19 00:13:22.352,37.243167877197266
2023-04-19 00:13:25.352,37.24454116821289
2023-04-19 00:13:31.352,37.24591064453125
2023-04-19 00:13:33.353,37.24728775024414
2023-04-19 00:13:47.352,37.2486572265625
2023-04-19 00:13:53.351,37.25003433227539
2023-04-19 00:13:55.352,37.25140380859375
2023-04-19 00:13:57.353,37.25277328491211
2023-04-19 00:14:04.352,37.25551986694336
2023-04-19 00:14:08.352,37.256893157958984
2023-04-19 00:14:11.351,37.258262634277344
2023-04-19 00:14:14.352,37.25963592529297
2023-04-19 00:14:17.352,37.26100540161133
2023-04-19 00:14:48.353,37.25824737548828
2023-04-19 00:14:53.354,37.25687789916992
2023-04-19 00:14:55.353,37.25550079345703
2023-04-19 00:15:01.354,37.254127502441406
2023-04-19 00:15:04.352,37.25275421142578
2023-04-19 00:15:31.352,37.25138473510742
2023-04-19 00:16:09.353,37.2500114440918
2023-04-19 00:16:15.352,37.24726867675781
2023-04-19 00:16:20.351,37.24589920043945
2023-04-19 00:16:22.352,37.24452590942383
2023-04-19 00:16:26.352,37.24315643310547
2023-04-19 00:16:28.353,37.24178314208984
2023-04-19 00:16:30.352,37.24041748046875
2023-04-19 00:16:37.352,37.237674713134766
2023-04-19 00:16:41.352,37.236305236816406
2023-04-19 00:16:45.353,37.23493576049805
2023-04-19 00:16:48.352,37.23219299316406
2023-04-19 00:16:53.358,37.2308235168457
2023-04-19 00:16:55.353,37.22808074951172
2023-04-19 00:16:59.353,37.226707458496094
2023-04-19 00:17:04.353,37.225337982177734
2023-04-19 00:17:06.351,37.22396469116211
2023-04-19 00:17:10.351,37.22259521484375
2023-04-19 00:17:12.351,37.22122573852539
2023-04-19 00:17:15.351,37.219852447509766
2023-04-19 00:17:21.353,37.21710968017578
2023-04-19 00:17:26.353,37.21574020385742
2023-04-19 00:17:28.352,37.2143669128418
2023-04-19 00:17:32.351,37.21299743652344
2023-04-19 00:17:34.353,37.21162414550781
2023-04-19 00:17:37.353,37.21025466918945
2023-04-19 00:18:26.352,37.21162414550781
2023-04-19 00:21:58.351,37.21299743652344
2023-04-19 00:22:28.352,37.21162414550781
2023-04-19 00:22:52.351,37.21299743652344
2023-04-19 00:23:28.352,37.21162414550781
2023-04-19 00:23:59.354,37.21299743652344
2023-04-19 00:24:23.353,37.21162414550781
2023-04-19 00:27:46.353,37.21025466918945
2023-04-19 00:27:55.353,37.20751190185547
2023-04-19 00:28:23.352,37.20613479614258
2023-04-19 00:28:27.352,37.20476531982422
2023-04-19 00:29:00.370,37.203392028808594
2023-04-19 00:29:06.352,37.2020263671875
2023-04-19 00:29:08.351,37.20065689086914
2023-04-19 00:29:12.352,37.19928359985352
2023-04-19 00:29:14.352,37.19791412353515
2023-04-19 00:29:19.353,37.196537017822266
2023-04-19 00:29:30.352,37.19516372680664
2023-04-19 00:29:34.353,37.193790435791016
2023-04-19 00:29:36.352,37.192420959472656
2023-04-19 00:29:55.353,37.19516372680664
2023-04-19 00:30:17.351,37.19379806518555
2023-04-19 00:31:00.352,37.195167541503906
2023-04-19 00:31:03.352,37.196533203125
